site,sitename,date
NY,New York,2013-06-30
DV,Denver,2013-06-11
ST,Seattle,2013-02-21
DV,Denver,2013-09-15
AT,Austin,2013-05-17
AT,Austin,2013-03-28
HT,Houston,2013-01-18
HT,Houston,2013-08-29
ST,Seattle,2013-08-03
DV,Denver,2013-04-25
ST,Seattle,2013-06-11
ST,Seattle,2013-08-26
DV,Denver,2013-04-05
AT,Austin,2013-03-22
AT,Austin,2013-01-18
HT,Houston,2013-04-03
ST,Seattle,2013-04-12
NY,New York,2013-08-24
ST,Seattle,2013-01-18
NY,New York,2013-06-29
HT,Houston,2013-10-30
DV,Denver,2013-04-23
AT,Austin,2013-09-19
NY,New York,2013-08-20
DV,Denver,2013-06-26
NY,New York,2013-04-19
HT,Houston,2013-10-14
AT,Austin,2013-12-24
ST,Seattle,2013-02-18
NY,New York,2013-08-14
ST,Seattle,2013-07-28
DV,Denver,2013-08-08
DV,Denver,2013-04-13
ST,Seattle,2013-07-25
NY,New York,2013-08-03
DV,Denver,2013-08-02
NY,New York,2013-07-19
DV,Denver,2013-07-05
HT,Houston,2013-10-29
NY,New York,2013-09-17
ST,Seattle,2013-02-06
HT,Houston,2013-03-20
DV,Denver,2013-08-27
NY,New York,2013-07-04
NY,New York,2013-10-01
AT,Austin,2013-07-02
HT,Houston,2013-05-07
HT,Houston,2013-11-25
AT,Austin,2013-07-03
AT,Austin,2013-07-11
ST,Seattle,2013-08-24
HT,Houston,2013-11-06
DV,Denver,2013-03-03
DV,Denver,2013-09-05
DV,Denver,2013-10-11
HT,Houston,2013-07-22
ST,Seattle,2013-03-18
HT,Houston,2013-07-09
DV,Denver,2013-07-11
DV,Denver,2013-04-08
ST,Seattle,2013-02-11
NY,New York,2013-07-11
HT,Houston,2013-04-09
AT,Austin,2013-05-09
DV,Denver,2013-06-04
HT,Houston,2013-04-10
NY,New York,2013-10-18
NY,New York,2013-09-23
AT,Austin,2013-12-03
HT,Houston,2013-01-30
NY,New York,2013-06-10
NY,New York,2013-11-02
HT,Houston,2013-09-24
AT,Austin,2013-06-14
AT,Austin,2013-05-23
AT,Austin,2013-08-20
DV,Denver,2013-07-12
DV,Denver,2013-10-14
AT,Austin,2013-05-03
ST,Seattle,2013-02-26
ST,Seattle,2013-08-12
AT,Austin,2013-10-18
NY,New York,2013-04-07
DV,Denver,2013-05-17
AT,Austin,2013-08-16
DV,Denver,2013-08-25
DV,Denver,2013-04-20
ST,Seattle,2013-03-07
ST,Seattle,2013-02-24
AT,Austin,2013-05-22
DV,Denver,2013-02-26
DV,Denver,2013-03-04
ST,Seattle,2013-07-19
HT,Houston,2013-10-08
AT,Austin,2013-12-16
ST,Seattle,2013-05-28
DV,Denver,2013-06-07
DV,Denver,2013-10-06
NY,New York,2013-10-10
HT,Houston,2013-03-26
HT,Houston,2013-01-15
ST,Seattle,2013-06-03
ST,Seattle,2013-04-06
NY,New York,2013-09-01
ST,Seattle,2013-03-16
HT,Houston,2013-03-29
DV,Denver,2013-06-16
NY,New York,2013-02-14
HT,Houston,2013-01-02
NY,New York,2013-08-25
NY,New York,2013-08-15
NY,New York,2013-01-01
HT,Houston,2013-04-22
DV,Denver,2013-04-30
NY,New York,2013-07-21
DV,Denver,2013-05-19
HT,Houston,2013-07-02
NY,New York,2013-09-09
ST,Seattle,2013-08-23
AT,Austin,2013-04-30
DV,Denver,2013-06-01
HT,Houston,2013-09-10
HT,Houston,2013-08-12
DV,Denver,2013-03-02
AT,Austin,2013-05-13
NY,New York,2013-07-13
AT,Austin,2013-02-18
ST,Seattle,2013-04-07
DV,Denver,2013-07-23
DV,Denver,2013-08-03
HT,Houston,2013-02-01
HT,Houston,2013-10-18
HT,Houston,2013-01-22
AT,Austin,2013-03-21
NY,New York,2013-05-28
ST,Seattle,2013-07-17
DV,Denver,2013-05-14
ST,Seattle,2013-08-20
DV,Denver,2013-07-10
ST,Seattle,2013-05-26
ST,Seattle,2013-06-17
NY,New York,2013-02-15
ST,Seattle,2013-05-14
ST,Seattle,2013-05-10
DV,Denver,2013-07-15
DV,Denver,2013-05-03
DV,Denver,2013-03-18
ST,Seattle,2013-07-23
HT,Houston,2013-05-13
DV,Denver,2013-05-01
NY,New York,2013-02-17
DV,Denver,2013-10-15
AT,Austin,2013-02-14
NY,New York,2013-09-25
HT,Houston,2013-02-05
AT,Austin,2013-09-05
NY,New York,2013-05-12
ST,Seattle,2013-06-28
DV,Denver,2013-04-10
HT,Houston,2013-03-27
ST,Seattle,2013-07-18
ST,Seattle,2013-06-06
HT,Houston,2013-01-31
DV,Denver,2013-05-08
AT,Austin,2013-04-01
AT,Austin,2013-11-27
DV,Denver,2013-08-30
HT,Houston,2013-12-03
HT,Houston,2013-03-19
HT,Houston,2013-09-25
ST,Seattle,2013-08-13
NY,New York,2013-09-15
DV,Denver,2013-04-17
NY,New York,2013-08-12
HT,Houston,2013-06-28
AT,Austin,2013-09-26
NY,New York,2013-06-01
DV,Denver,2013-04-19
DV,Denver,2013-06-30
AT,Austin,2013-01-17
HT,Houston,2013-06-25
DV,Denver,2013-06-03
DV,Denver,2013-05-22
NY,New York,2013-01-04
NY,New York,2013-05-05
HT,Houston,2013-05-01
DV,Denver,2013-10-25
NY,New York,2013-08-07
HT,Houston,2013-08-15
ST,Seattle,2013-08-27
AT,Austin,2013-01-09
NY,New York,2013-01-03
HT,Houston,2013-12-17
HT,Houston,2013-03-18
ST,Seattle,2013-07-14
HT,Houston,2013-11-22
AT,Austin,2013-11-18
NY,New York,2013-04-04
ST,Seattle,2013-03-23
ST,Seattle,2013-08-14
HT,Houston,2013-07-10
DV,Denver,2013-04-16
ST,Seattle,2013-06-30
HT,Houston,2013-05-14
DV,Denver,2013-06-29
NY,New York,2013-07-18
DV,Denver,2013-05-04
AT,Austin,2013-12-26
HT,Houston,2013-10-24
DV,Denver,2013-08-26
DV,Denver,2013-06-15
AT,Austin,2013-07-19
ST,Seattle,2013-03-14
ST,Seattle,2013-03-19
NY,New York,2013-10-14
AT,Austin,2013-09-09
NY,New York,2013-07-22
NY,New York,2013-07-25
DV,Denver,2013-07-27
NY,New York,2013-10-19
ST,Seattle,2013-05-06
DV,Denver,2013-09-24
HT,Houston,2013-11-05
NY,New York,2013-04-06
HT,Houston,2013-08-06
HT,Houston,2013-05-08
HT,Houston,2013-08-16
HT,Houston,2013-06-05
HT,Houston,2013-07-17
HT,Houston,2013-09-05
HT,Houston,2013-10-03
HT,Houston,2013-12-05
DV,Denver,2013-06-08
DV,Denver,2013-09-11
ST,Seattle,2013-03-03
DV,Denver,2013-07-08
NY,New York,2013-04-01
AT,Austin,2013-02-26
HT,Houston,2013-12-19
AT,Austin,2013-09-04
NY,New York,2013-10-12
HT,Houston,2013-07-11
DV,Denver,2013-09-07
HT,Houston,2013-11-12
HT,Houston,2013-04-19
ST,Seattle,2013-08-09
HT,Houston,2013-03-25
NY,New York,2013-10-02
DV,Denver,2013-05-10
DV,Denver,2013-04-07
HT,Houston,2013-08-28
HT,Houston,2013-06-27
HT,Houston,2013-06-13
DV,Denver,2013-03-10
HT,Houston,2013-02-18
HT,Houston,2013-10-15
AT,Austin,2013-05-31
HT,Houston,2013-11-13
AT,Austin,2013-03-01
HT,Houston,2013-05-31
DV,Denver,2013-04-28
NY,New York,2013-07-20
HT,Houston,2013-05-03
ST,Seattle,2013-03-06
ST,Seattle,2013-04-01
HT,Houston,2013-08-02
AT,Austin,2013-01-08
HT,Houston,2013-10-07
ST,Seattle,2013-05-09
HT,Houston,2013-06-21
DV,Denver,2013-03-16
HT,Houston,2013-03-01
AT,Austin,2013-10-04
NY,New York,2013-08-18
DV,Denver,2013-03-30
DV,Denver,2013-03-20
HT,Houston,2013-07-01
ST,Seattle,2013-04-24
ST,Seattle,2013-07-26
ST,Seattle,2013-06-13
AT,Austin,2013-08-28
HT,Houston,2013-10-02
AT,Austin,2013-02-22
HT,Houston,2013-08-08
DV,Denver,2013-03-21
AT,Austin,2013-01-10
ST,Seattle,2013-06-21
NY,New York,2013-07-02
DV,Denver,2013-10-30
HT,Houston,2013-05-10
DV,Denver,2013-07-13
DV,Denver,2013-07-22
DV,Denver,2013-10-07
NY,New York,2013-07-08
DV,Denver,2013-06-14
HT,Houston,2013-02-27
DV,Denver,2013-05-13
AT,Austin,2013-06-03
ST,Seattle,2013-08-02
AT,Austin,2013-10-17
ST,Seattle,2013-06-15
HT,Houston,2013-03-05
DV,Denver,2013-09-27
DV,Denver,2013-03-09
ST,Seattle,2013-02-14
AT,Austin,2013-10-23
HT,Houston,2013-04-12
AT,Austin,2013-01-15
DV,Denver,2013-09-06
AT,Austin,2013-07-15
AT,Austin,2013-04-11
HT,Houston,2013-05-29
HT,Houston,2013-03-14
ST,Seattle,2013-02-17
ST,Seattle,2013-06-18
NY,New York,2013-07-01
DV,Denver,2013-07-01
ST,Seattle,2013-02-08
NY,New York,2013-07-27
AT,Austin,2013-04-04
ST,Seattle,2013-07-06
AT,Austin,2013-07-23
NY,New York,2013-03-31
AT,Austin,2013-08-21
DV,Denver,2013-03-19
AT,Austin,2013-07-10
DV,Denver,2013-10-29
NY,New York,2013-08-11
AT,Austin,2013-04-08
ST,Seattle,2013-04-02
NY,New York,2013-11-04
AT,Austin,2013-09-20
HT,Houston,2013-01-21
NY,New York,2013-04-03
ST,Seattle,2013-04-29
AT,Austin,2013-04-29
AT,Austin,2013-02-05
HT,Houston,2013-02-08
HT,Houston,2013-12-13
NY,New York,2013-07-12
NY,New York,2013-05-26
ST,Seattle,2013-03-10
DV,Denver,2013-10-24
NY,New York,2013-08-01
ST,Seattle,2013-05-20
HT,Houston,2013-04-05
NY,New York,2013-03-13
NY,New York,2013-11-01
AT,Austin,2013-06-12
AT,Austin,2013-12-02
ST,Seattle,2013-04-13
NY,New York,2013-07-17
HT,Houston,2013-12-27
HT,Houston,2013-01-09
DV,Denver,2013-04-12
HT,Houston,2013-04-25
ST,Seattle,2013-06-26
NY,New York,2013-08-31
HT,Houston,2013-12-02
DV,Denver,2013-08-09
NY,New York,2013-09-07
ST,Seattle,2013-02-05
NY,New York,2013-10-03
DV,Denver,2013-08-29
ST,Seattle,2013-06-19
ST,Seattle,2013-06-09
HT,Houston,2013-12-10
AT,Austin,2013-02-01
ST,Seattle,2013-07-29
ST,Seattle,2013-02-03
HT,Houston,2013-07-18
ST,Seattle,2013-02-02
DV,Denver,2013-03-14
ST,Seattle,2013-03-27
HT,Houston,2013-11-01
DV,Denver,2013-05-12
HT,Houston,2013-09-16
DV,Denver,2013-10-22
DV,Denver,2013-07-31
NY,New York,2013-08-28
DV,Denver,2013-06-27
DV,Denver,2013-06-02
NY,New York,2013-07-09
HT,Houston,2013-05-17
ST,Seattle,2013-05-08
AT,Austin,2013-09-13
HT,Houston,2013-08-22
HT,Houston,2013-05-09
HT,Houston,2013-03-12
AT,Austin,2013-01-28
HT,Houston,2013-09-03
ST,Seattle,2013-02-28
ST,Seattle,2013-06-04
HT,Houston,2013-08-19
HT,Houston,2013-07-15
DV,Denver,2013-04-02
ST,Seattle,2013-06-08
AT,Austin,2013-05-24
ST,Seattle,2013-07-03
NY,New York,2013-06-21
DV,Denver,2013-08-10
NY,New York,2013-08-02
NY,New York,2013-07-16
NY,New York,2013-03-30
AT,Austin,2013-02-08
HT,Houston,2013-04-23
AT,Austin,2013-11-21
HT,Houston,2013-03-06
ST,Seattle,2013-06-14
DV,Denver,2013-03-26
HT,Houston,2013-01-20
HT,Houston,2013-03-21
AT,Austin,2013-11-19
NY,New York,2013-07-14
AT,Austin,2013-03-05
ST,Seattle,2013-03-13
DV,Denver,2013-08-19
AT,Austin,2013-06-21
DV,Denver,2013-06-10
AT,Austin,2013-08-19
DV,Denver,2013-05-31
DV,Denver,2013-09-21
AT,Austin,2013-07-22
ST,Seattle,2013-06-27
ST,Seattle,2013-08-17
NY,New York,2013-09-28
HT,Houston,2013-04-30
DV,Denver,2013-04-14
NY,New York,2013-05-31
ST,Seattle,2013-07-13
DV,Denver,2013-05-21
AT,Austin,2013-07-25
ST,Seattle,2013-05-01
HT,Houston,2013-11-14
DV,Denver,2013-08-21
DV,Denver,2013-05-30
HT,Houston,2013-04-16
NY,New York,2013-07-29
DV,Denver,2013-05-09
ST,Seattle,2013-07-04
ST,Seattle,2013-08-18
ST,Seattle,2013-05-31
DV,Denver,2013-03-31
NY,New York,2013-07-26
ST,Seattle,2013-06-22
DV,Denver,2013-08-22
DV,Denver,2013-10-09
ST,Seattle,2013-07-02
ST,Seattle,2013-04-21
HT,Houston,2013-04-17
DV,Denver,2013-08-12
DV,Denver,2013-09-18
NY,New York,2013-08-08
DV,Denver,2013-09-17
ST,Seattle,2013-05-19
AT,Austin,2013-06-13
HT,Houston,2013-12-30
ST,Seattle,2013-02-16
AT,Austin,2013-08-26
DV,Denver,2013-03-28
AT,Austin,2013-10-30
DV,Denver,2013-09-16
AT,Austin,2013-07-24
NY,New York,2013-09-03
ST,Seattle,2013-04-30
HT,Houston,2013-02-25
DV,Denver,2013-03-06
NY,New York,2013-08-19
NY,New York,2013-03-17
AT,Austin,2013-03-12
ST,Seattle,2013-03-17
ST,Seattle,2013-06-10
NY,New York,2013-08-06
ST,Seattle,2013-07-31
HT,Houston,2013-06-11
DV,Denver,2013-07-02
DV,Denver,2013-02-24
AT,Austin,2013-01-04
DV,Denver,2013-04-03
DV,Denver,2013-09-19
HT,Houston,2013-06-18
NY,New York,2013-07-30
HT,Houston,2013-10-01
AT,Austin,2013-06-04
ST,Seattle,2013-03-29
DV,Denver,2013-09-03
NY,New York,2013-07-28
NY,New York,2013-08-27
NY,New York,2013-02-12
NY,New York,2013-02-16
HT,Houston,2013-11-19
ST,Seattle,2013-08-10
ST,Seattle,2013-05-18
ST,Seattle,2013-07-21
DV,Denver,2013-04-04
NY,New York,2013-07-06
DV,Denver,2013-05-18
NY,New York,2013-01-07
ST,Seattle,2013-06-05
AT,Austin,2013-04-02
AT,Austin,2013-02-28
DV,Denver,2013-07-25
AT,Austin,2013-12-27
DT,Detroit,2014-06-12
ST,Seattle,2014-06-01
ST,Seattle,2014-05-19
HT,Houston,2014-01-02
HT,Houston,2014-03-25
ST,Seattle,2014-02-02
AT,Austin,2014-02-07
ST,Seattle,2014-03-25
HT,Houston,2014-06-25
DT,Detroit,2014-04-17
AT,Austin,2014-02-10
DV,Denver,2014-06-14
HT,Houston,2014-05-12
NY,New York,2014-03-20
DT,Detroit,2014-06-01
AT,Austin,2014-03-11
ST,Seattle,2014-06-27
AT,Austin,2014-02-27
DV,Denver,2014-06-26
AT,Austin,2014-04-25
DV,Denver,2014-06-09
HT,Houston,2014-03-11
HT,Houston,2014-04-21
ST,Seattle,2014-04-22
ST,Seattle,2014-04-16
ST,Seattle,2014-03-27
DV,Denver,2014-05-07
DV,Denver,2014-04-27
DT,Detroit,2014-04-11
HT,Houston,2014-03-17
AT,Austin,2014-02-11
HT,Houston,2014-04-17
DT,Detroit,2014-04-28
ST,Seattle,2014-05-31
DT,Detroit,2014-05-15
ST,Seattle,2014-05-07
DT,Detroit,2014-04-08
DV,Denver,2014-04-08
ST,Seattle,2014-06-22
DV,Denver,2014-04-20
NY,New York,2014-03-21
AT,Austin,2014-06-20
ST,Seattle,2014-04-01
NY,New York,2014-04-20
ST,Seattle,2014-03-02
DV,Denver,2014-06-24
DV,Denver,2014-04-09
NY,New York,2014-05-19
DT,Detroit,2014-06-05
ST,Seattle,2014-03-07
AT,Austin,2014-01-02
HT,Houston,2014-04-01
NY,New York,2014-04-23
HT,Houston,2014-03-06
ST,Seattle,2014-04-04
AT,Austin,2014-02-05
HT,Houston,2014-01-27
AT,Austin,2014-03-21
HT,Houston,2014-03-26
HT,Houston,2014-04-14
ST,Seattle,2014-04-20
ST,Seattle,2014-05-30
ST,Seattle,2014-04-23
NY,New York,2014-04-28
NY,New York,2014-06-15
DV,Denver,2014-05-20
DT,Detroit,2014-04-23
HT,Houston,2014-04-24
ST,Seattle,2014-06-07
DV,Denver,2014-04-01
ST,Seattle,2014-05-16
AT,Austin,2014-05-21
HT,Houston,2014-03-04
DV,Denver,2014-05-03
ST,Seattle,2014-05-29
AT,Austin,2014-01-29
NY,New York,2014-05-07
HT,Houston,2014-05-13
NY,New York,2014-06-03
DT,Detroit,2014-05-01
ST,Seattle,2014-03-24
AT,Austin,2014-04-10
NY,New York,2014-03-30
HT,Houston,2014-01-21
ST,Seattle,2014-04-07
HT,Houston,2014-02-17
DT,Detroit,2014-04-18
ST,Seattle,2014-05-21
NY,New York,2014-04-26
HT,Houston,2014-01-30
DT,Detroit,2014-05-18
NY,New York,2014-04-08
ST,Seattle,2014-06-08
ST,Seattle,2014-03-22
DV,Denver,2014-05-16
ST,Seattle,2014-06-09
AT,Austin,2014-06-18
DT,Detroit,2014-04-27
AT,Austin,2014-03-28
HT,Houston,2014-02-24
DT,Detroit,2014-05-07
HT,Houston,2014-06-13
HT,Houston,2014-01-03
AT,Austin,2014-04-29
DT,Detroit,2014-06-27
AT,Austin,2014-01-31
NY,New York,2014-03-22
HT,Houston,2014-06-09
DT,Detroit,2014-05-31
AT,Austin,2014-05-07
DT,Detroit,2014-04-25
DV,Denver,2014-03-31
AT,Austin,2014-03-17
ST,Seattle,2014-04-02
AT,Austin,2014-05-16
DT,Detroit,2014-06-04
DV,Denver,2014-04-03
DT,Detroit,2014-04-20
ST,Seattle,2014-05-09
AT,Austin,2014-01-27
AT,Austin,2014-03-19
HT,Houston,2014-01-29
AT,Austin,2014-04-24
DT,Detroit,2014-05-13
AT,Austin,2014-04-02
ST,Seattle,2014-03-21
AT,Austin,2014-01-20
HT,Houston,2014-06-11
AT,Austin,2014-06-23
HT,Houston,2014-02-03
HT,Houston,2014-05-08
NY,New York,2014-06-14
DV,Denver,2014-06-19
HT,Houston,2014-02-12
NY,New York,2014-06-10
DT,Detroit,2014-06-02
HT,Houston,2014-03-27
AT,Austin,2014-06-11
ST,Seattle,2014-02-12
ST,Seattle,2014-04-28
DT,Detroit,2014-05-03
HT,Houston,2014-06-26
DV,Denver,2014-06-04
DV,Denver,2014-03-22
NY,New York,2014-02-24
ST,Seattle,2014-02-10
DT,Detroit,2014-06-23
ST,Seattle,2014-06-24
ST,Seattle,2014-06-23
ST,Seattle,2014-03-30
NY,New York,2014-05-05
DV,Denver,2014-06-18
DT,Detroit,2014-04-15
HT,Houston,2014-03-21
ST,Seattle,2014-05-25
HT,Houston,2014-02-19
DV,Denver,2014-04-25
DV,Denver,2014-05-06
AT,Austin,2014-04-07
HT,Houston,2014-05-19
NY,New York,2014-06-16
DT,Detroit,2014-04-07
DV,Denver,2014-03-01
ST,Seattle,2014-06-02
ST,Seattle,2014-03-04
DV,Denver,2014-04-23
DT,Detroit,2014-05-23
NY,New York,2014-04-13
HT,Houston,2014-02-07
DV,Denver,2014-04-28
AT,Austin,2014-03-13
DV,Denver,2014-05-11
DT,Detroit,2014-06-28
HT,Houston,2014-06-23
HT,Houston,2014-04-16
ST,Seattle,2014-02-26
HT,Houston,2014-04-08
DV,Denver,2014-06-01
AT,Austin,2014-05-06
AT,Austin,2014-05-20
HT,Houston,2014-04-09
ST,Seattle,2014-05-22
DT,Detroit,2014-05-22
DT,Detroit,2014-05-17
DV,Denver,2014-06-10
HT,Houston,2014-05-07
HT,Houston,2014-01-22
DT,Detroit,2014-05-06
DT,Detroit,2014-05-27
DV,Denver,2014-05-17
ST,Seattle,2014-03-17
AT,Austin,2014-04-17
HT,Houston,2014-03-18
AT,Austin,2014-03-20
ST,Seattle,2014-04-06
AT,Austin,2014-03-06
DT,Detroit,2014-06-10
ST,Seattle,2014-06-03
NY,New York,2014-04-06
DV,Denver,2014-04-12
ST,Seattle,2014-04-03
DV,Denver,2014-03-11
DV,Denver,2014-03-26
ST,Seattle,2014-02-13
ST,Seattle,2014-03-15
NY,New York,2014-05-15
HT,Houston,2014-06-04
AT,Austin,2014-02-25
HT,Houston,2014-01-15
ST,Seattle,2014-04-21
AT,Austin,2014-01-22
HT,Houston,2014-06-17
AT,Austin,2014-04-28
NY,New York,2014-05-01
DV,Denver,2014-05-27
ST,Seattle,2014-03-19
DT,Detroit,2014-06-13
AT,Austin,2014-02-13
ST,Seattle,2014-03-10
DV,Denver,2014-04-10
DT,Detroit,2014-06-17
AT,Austin,2014-02-14
AT,Austin,2014-03-27
ST,Seattle,2014-03-11
HT,Houston,2014-03-12
DT,Detroit,2014-06-26
ST,Seattle,2014-02-27
DV,Denver,2014-03-07
DV,Denver,2014-04-30
ST,Seattle,2014-03-31
DT,Detroit,2014-05-05
AT,Austin,2014-02-24
HT,Houston,2014-04-18
ST,Seattle,2014-06-26
ST,Seattle,2014-04-13
DV,Denver,2014-03-23
AT,Austin,2014-05-22
AT,Austin,2014-06-19
AT,Austin,2014-04-23
ST,Seattle,2014-04-10
DV,Denver,2014-03-21
HT,Houston,2014-05-20
DV,Denver,2014-05-23
DV,Denver,2014-05-01
DV,Denver,2014-05-18
ST,Seattle,2014-03-29
DV,Denver,2014-03-06
DV,Denver,2014-04-04
HT,Houston,2014-02-06
HT,Houston,2014-05-30
DV,Denver,2014-06-16
DT,Detroit,2014-05-12
HT,Houston,2014-01-08
AT,Austin,2014-01-13
HT,Houston,2014-06-10
DV,Denver,2014-03-28
DT,Detroit,2014-04-12
ST,Seattle,2014-05-11
DT,Detroit,2014-04-14
DV,Denver,2014-04-05
ST,Seattle,2014-03-23
AT,Austin,2014-05-30
AT,Austin,2014-03-25
AT,Austin,2014-02-21
DT,Detroit,2014-06-16
AT,Austin,2014-01-16
AT,Austin,2014-01-03
HT,Houston,2014-03-19
HT,Houston,2014-04-15
HT,Houston,2014-04-10
HT,Houston,2014-06-01
DV,Denver,2014-06-17
ST,Seattle,2014-03-28
HT,Houston,2014-02-11
DV,Denver,2014-03-12
DT,Detroit,2014-05-16
ST,Seattle,2014-04-15
DT,Detroit,2014-06-18
DT,Detroit,2014-05-25
DV,Denver,2014-03-25
AT,Austin,2014-02-20
NY,New York,2014-04-24
DV,Denver,2014-05-04
DT,Detroit,2014-06-08
HT,Houston,2014-03-13
AT,Austin,2014-04-22
DV,Denver,2014-06-27
DV,Denver,2014-03-14
HT,Houston,2014-01-06
NY,New York,2014-06-22
ST,Seattle,2014-06-19
ST,Seattle,2014-06-06
NY,New York,2014-03-31
DV,Denver,2014-05-05
AT,Austin,2014-05-29
NY,New York,2014-04-01
AT,Austin,2014-05-23
HT,Houston,2014-02-04
AT,Austin,2014-01-28
AT,Austin,2014-05-09
DV,Denver,2014-05-02
NY,New York,2014-04-05
DV,Denver,2014-06-15
ST,Seattle,2014-05-03
ST,Seattle,2014-06-12
NY,New York,2014-03-19
DT,Detroit,2014-06-14
DV,Denver,2014-04-26
AT,Austin,2014-06-25
DV,Denver,2014-03-27
DV,Denver,2014-06-12
HT,Houston,2014-04-04
ST,Seattle,2014-02-03
ST,Seattle,2014-02-28
HT,Houston,2014-04-28
AT,Austin,2014-02-06
HT,Houston,2014-05-02
DT,Detroit,2014-05-10
ST,Seattle,2014-03-14
NY,New York,2014-05-26
AT,Austin,2014-03-18
ST,Seattle,2014-02-25
NY,New York,2014-03-23
HT,Houston,2014-03-31
HT,Houston,2014-03-20
AT,Austin,2014-06-26
ST,Seattle,2014-06-21
ST,Seattle,2014-03-16
ST,Seattle,2014-04-24
NY,New York,2014-02-23
AT,Austin,2014-01-30
DV,Denver,2014-06-05
HT,Houston,2014-03-24
DT,Detroit,2014-06-24
DV,Denver,2014-03-18
DT,Detroit,2014-04-10
AT,Austin,2014-03-10
DV,Denver,2014-04-16
AT,Austin,2014-02-26
ST,Seattle,2014-04-11
HT,Houston,2014-05-06
NY,New York,2014-05-24
DT,Detroit,2014-05-28
DV,Denver,2014-06-20
AT,Austin,2014-06-17
ST,Seattle,2014-03-03
DV,Denver,2014-04-18
DT,Detroit,2014-06-07
ST,Seattle,2014-06-10
ST,Seattle,2014-05-12
ST,Seattle,2014-06-05
AT,Austin,2014-01-17
ST,Seattle,2014-02-06
HT,Houston,2014-03-03
HT,Houston,2014-03-28
NY,New York,2014-04-18
DT,Detroit,2014-05-29
NY,New York,2014-05-13
AT,Austin,2014-03-05
DV,Denver,2014-03-09
AT,Austin,2014-05-08
HT,Houston,2014-01-16
DT,Detroit,2014-05-08
HT,Houston,2014-06-12
ST,Seattle,2014-03-13
NY,New York,2014-03-18
ST,Seattle,2014-03-18
ST,Seattle,2014-05-15
NY,New York,2014-06-09
DV,Denver,2014-06-08
AT,Austin,2014-06-13
DT,Detroit,2014-06-20
ST,Seattle,2014-01-31
DT,Detroit,2014-05-30
HT,Houston,2014-05-14
AT,Austin,2014-03-07
DT,Detroit,2014-05-21
DV,Denver,2014-06-29
HT,Houston,2014-04-25
DV,Denver,2014-06-03
HT,Houston,2014-01-14
ST,Seattle,2014-04-18
AT,Austin,2014-01-21
DV,Denver,2014-06-13
DV,Denver,2014-06-23
ST,Seattle,2014-05-26
HT,Houston,2014-02-25
HT,Houston,2014-06-16
ST,Seattle,2014-04-14
DV,Denver,2014-03-19
ST,Seattle,2014-05-13
ST,Seattle,2014-03-06
DT,Detroit,2014-06-11
DT,Detroit,2014-04-22
NY,New York,2014-04-12
DT,Detroit,2014-05-14
HT,Houston,2014-02-28
DT,Detroit,2014-06-03
DV,Denver,2014-04-15
AT,Austin,2014-05-02
DV,Denver,2014-06-28
DV,Denver,2014-03-15
HT,Houston,2014-01-10
NY,New York,2014-05-11
ST,Seattle,2014-04-08
DT,Detroit,2014-05-20
AT,Austin,2014-03-26
DT,Detroit,2014-06-19
DV,Denver,2014-05-09
DV,Denver,2014-04-02
DV,Denver,2014-04-07
DV,Denver,2014-05-08
ST,Seattle,2014-05-10
ST,Seattle,2014-05-27
HT,Houston,2014-03-07
ST,Seattle,2014-05-18
DV,Denver,2014-04-06
HT,Houston,2014-05-15
ST,Seattle,2014-05-17
DT,Detroit,2014-05-02
NY,New York,2014-02-22
DV,Denver,2014-05-28
HT,Houston,2014-03-05
ST,Seattle,2014-04-19
ST,Seattle,2014-05-06
HT,Houston,2014-04-11
AT,Austin,2014-03-31
HT,Houston,2014-04-23
ST,Seattle,2014-04-25
HT,Houston,2014-05-29
AT,Austin,2014-03-14
AT,Austin,2014-02-18
DV,Denver,2014-05-14
ST,Seattle,2014-05-05
HT,Houston,2014-02-20
AT,Austin,2014-05-05
DT,Detroit,2014-05-24
NY,New York,2014-05-04
AT,Austin,2014-04-01
DV,Denver,2014-04-13
DV,Denver,2014-06-22
AT,Austin,2014-06-05
HT,Houston,2014-04-29
NY,New York,2014-06-11
ST,Seattle,2014-06-16
HT,Houston,2014-01-09
HT,Houston,2014-01-23
AT,Austin,2014-05-19
AT,Austin,2014-01-14
ST,Seattle,2014-05-02
DV,Denver,2014-03-08
DV,Denver,2014-03-13
ST,Seattle,2014-05-20
DV,Denver,2014-04-24
ST,Seattle,2014-03-05
HT,Houston,2014-06-18
HT,Houston,2014-02-21
HT,Houston,2014-01-13
DT,Detroit,2014-05-04
DV,Denver,2014-03-16
AT,Austin,2014-06-03
DT,Detroit,2014-06-29
DV,Denver,2014-04-11
DV,Denver,2014-04-22
NY,New York,2014-04-17
AT,Austin,2014-06-02
AT,Austin,2014-06-24
AT,Austin,2014-06-04
NY,New York,2014-04-02
DV,Denver,2014-06-07
DV,Denver,2014-05-13
NY,New York,2014-06-04
ST,Seattle,2014-04-05
ST,Seattle,2014-05-04
DT,Detroit,2014-06-25
DT,Detroit,2014-04-06
AT,Austin,2014-02-03
HT,Houston,2014-06-03
NY,New York,2014-04-27
HT,Houston,2014-06-27
DT,Detroit,2014-05-26
HT,Houston,2014-02-13
HT,Houston,2014-04-30
ST,Seattle,2014-03-26
HT,Houston,2014-05-09
ST,Seattle,2014-06-15
